0.19,0,0.14,0,0,0
0.1,0,0.14,0.01,0,0
0.05,0,0.1,0,0,0
0.38,1,0.24,0.99,1,1
0.05,0,0.1,0,0,0
0.24,0,0.28,0,0,0
