0.19,0.0,0.22,0.18,0.13,0.14
0.1,0.3,0.13,0.14,0.2,0.24
0.05,0.25,0.09,0.36,0.3,0.24
0.38,0.05,0.22,0.05,0.13,0.05
0.05,0.3,0.09,0.05,0.07,0.14
0.24,0.1,0.26,0.23,0.17,0.19
